participant_id	advert_variant	product_category	trait_openness	trait_conscientiousness	trait_extraversion	trait_agreeableness	trait_neuroticism	advert_attitude
r4yjx	treatment	accessories_tech	3.25	3.04166666666667	3.3125	3.79166666666667	3.16666666666667	3.516508996880937
qq9ux	treatment	luxury_fashion	3.41666666666667	2.97916666666667	3.47916666666667	3.54354166666667	3.08625	3.546463747064156
y6zpl	control	luxury_fashion	3.3125	2.89583333333333	3.4375	3.35416666666667	3.3125	1.377182
xh5p7	control	social_events	3.41666666666667	3.1875	3.77083333333333	3.54166666666667	3.33333333333333	4.061974
mvoe9	control	travel_experiential	3.5625	3.14583333333333	3.66020833333333	4.16666666666667	2.8125	6.621653
tq5y6	control	productivity_apps	3.5625	3.27083333333333	3.72916666666667	3.22916666666667	2.89583333333333	1.604679
ax2uc	control	social_events	3.83333333333333	3.54166666666667	3.54166666666667	3.6875	2.54166666666667	4.614289
hvwf6	control	travel_experiential	3.22916666666667	2.95833333333333	3.58333333333333	3.64583333333333	2.58333333333333	4.679485
gemw0	control	accessories_tech	3.85208333333333	2.75	3.5	3.251875	2.48208333333333	2.430322
96kna	control	social_events	3.91666666666667	3.02083333333333	3.91666666666667	3.44708333333333	3.52083333333333	4.32281
msbd8	treatment	travel_experiential	3.6875	3.52083333333333	3.85416666666667	4.02083333333333	2.4375	6.538568599903278
kovl7	control	productivity_apps	3.52083333333333	3.14583333333333	3.58333333333333	3.55458333333333	3.33333333333333	2.497775
v27fo	treatment	accessories_tech	4.02083333333333	3.10416666666667	3.77083333333333	3.39583333333333	3.02083333333333	5.048703666311612
kr0lq	treatment	social_events	3.75	2.97916666666667	3.3125	3.4375	2.77083333333333	5.280362303506756
b33g9	treatment	travel_experiential	3.5625	3.4375	3.52083333333333	3.64583333333333	2.66666666666667	4.597205439633261
mwi5d	treatment	social_events	3.70833333333333	2.97916666666667	4.1875	4.02083333333333	2.64583333333333	6.547271284058266
eqof1	control	productivity_apps	4.04166666666667	3.22916666666667	3.41666666666667	3.35416666666667	2.60416666666667	2.283671
nt2dv	treatment	luxury_fashion	4.08333333333333	3.54166666666667	3.95833333333333	3.27083333333333	2.1875	3.832101753151465
enu4e	treatment	travel_experiential	3.41666666666667	2.5625	3.64583333333333	3.1875	3.29166666666667	2.972006799662508
93t2i	treatment	travel_experiential	4.10416666666667	2.91666666666667	2.74416666666667	2.79166666666667	3.6875	3.301221658723257
cif60	treatment	productivity_apps	3.10416666666667	3.39583333333333	3.35416666666667	3.35416666666667	3.39583333333333	3.848732265284554
kf166	treatment	accessories_tech	3.41666666666667	3.04166666666667	3.66666666666667	3.70833333333333	2.72916666666667	3.517737150298437
04u8d	treatment	luxury_fashion	3.5625	2.70833333333333	2.95833333333333	3.75	3.6875	1.915540474131705
y3qb8	treatment	travel_experiential	3.39583333333333	3.27083333333333	3.3125	3.47916666666667	2.83333333333333	6.047495076907391
oie37	control	accessories_tech	3.72916666666667	2.8125	3.58333333333333	3.7875	2.33333333333333	1.93432
akity	control	accessories_tech	3.61041666666667	3.16666666666667	3.5	2.8125	3.29166666666667	2.495644
l5wfa	treatment	travel_experiential	2.875	3.72916666666667	3.25	3.27083333333333	2.58333333333333	4.447418976673422
r0mwh	control	travel_experiential	3.3125	3.60416666666667	3.79166666666667	3.66666666666667	2.3125	7.648747
ycb96	treatment	luxury_fashion	3.52083333333333	3.35416666666667	3.47916666666667	3.08333333333333	3.5	4.832339105148299
i0fja	control	accessories_tech	2.9375	3.20833333333333	2.33333333333333	3.375	3.625	1.761772
pm7tk	control	accessories_tech	3.47916666666667	3.85416666666667	3.6875	3.5	2.29166666666667	3.409366
jc27f	control	accessories_tech	3.41666666666667	3.14875	3.45833333333333	3.22916666666667	2.8125	2.474701
rexba	control	social_events	3.16666666666667	3.125	3.25	3.4375	3.04166666666667	2.444995
nsghi	control	social_events	3.10416666666667	3.3125	3.89583333333333	3.25	3.47916666666667	2.897417
psvq3	control	luxury_fashion	4.125	2.838125	2.97916666666667	3.27083333333333	3.10416666666667	1.221575
3ohbo	treatment	luxury_fashion	3.0625	3.0	2.41666666666667	3.5625	3.52083333333333	1.9500844852988573
c3j7e	treatment	productivity_apps	3.29166666666667	3.5625	3.6875	2.8125	2.3125	4.239058126860336
cdlib	control	luxury_fashion	3.3125	3.27083333333333	3.0	3.33333333333333	2.79166666666667	2.483804
cepgv	treatment	productivity_apps	4.08333333333333	3.125	4.16666666666667	3.10416666666667	3.14583333333333	2.414489651955205
6x8u0	control	productivity_apps	3.08333333333333	3.0	2.58333333333333	3.45833333333333	3.58333333333333	5.426025
jcjyd	treatment	travel_experiential	3.49375	4.22916666666667	2.52083333333333	4.0625	2.89583333333333	2.466919264334714
tlpjf	treatment	productivity_apps	3.25	3.72916666666667	3.66666666666667	3.58333333333333	3.14583333333333	2.6414625096001725
05whe	control	travel_experiential	3.45833333333333	3.33333333333333	3.5625	3.70833333333333	2.39583333333333	5.805001
dkjog	control	luxury_fashion	3.54166666666667	3.16666666666667	3.66666666666667	3.16666666666667	2.75	4.529882
3x8gd	control	luxury_fashion	3.125	3.22916666666667	3.35416666666667	3.29166666666667	3.0	1.415951
52zzi	treatment	social_events	3.77083333333333	2.9375	3.375	3.5625	2.91666666666667	6.12547775775255
czx4v	control	travel_experiential	3.79166666666667	2.75	4.02083333333333	2.58520833333333	2.14875	5.765541
3njyg	control	travel_experiential	3.5625	3.0625	3.77083333333333	3.5	3.20833333333333	3.0184
7ncmc	treatment	travel_experiential	3.25	2.79166666666667	3.41666666666667	2.8125	3.8125	3.384559342479508
xflur	treatment	productivity_apps	3.8125	2.54166666666667	3.5625	3.4375	3.14583333333333	2.1411557372816787
0a2ux	control	productivity_apps	3.64583333333333	3.27083333333333	3.45833333333333	2.97916666666667	3.20833333333333	2.352819
nofrd	control	travel_experiential	3.58333333333333	2.97916666666667	3.64583333333333	3.0625	2.95833333333333	6.462164
s2d5o	treatment	luxury_fashion	3.3125	3.1875	3.9375	3.33333333333333	2.79166666666667	4.5923178344493145
rv8m0	treatment	accessories_tech	3.6875	3.45833333333333	3.625	3.52083333333333	2.66666666666667	3.884630478057463
lmxub	treatment	luxury_fashion	4.3125	2.75	3.85416666666667	3.54166666666667	2.75	6.836380868943767
keb9u	control	social_events	3.83333333333333	3.3125	3.10416666666667	3.83333333333333	2.54166666666667	4.356088
ifvey	treatment	luxury_fashion	3.25	2.79166666666667	2.35416666666667	3.25	3.5625	2.9633894414717283
fn6vj	control	luxury_fashion	3.1875	3.08333333333333	3.35416666666667	3.33333333333333	1.89583333333333	2.91435
7ig5z	control	social_events	2.95833333333333	3.45833333333333	3.39583333333333	2.97916666666667	2.83333333333333	4.277265
36xsg	treatment	social_events	3.95833333333333	3.22916666666667	3.1875	3.39583333333333	2.60416666666667	3.522864807520653
agtwi	control	social_events	3.44979166666667	3.54166666666667	3.39229166666667	3.625	2.64583333333333	3.884723
twzxh	control	travel_experiential	3.83333333333333	2.89583333333333	3.47916666666667	3.54166666666667	3.5	3.531541
0hc8y	control	social_events	3.89583333333333	3.47916666666667	3.1875	4.16666666666667	3.1875	3.289951
ctymg	control	productivity_apps	4.0	3.10416666666667	3.39583333333333	3.22916666666667	3.08333333333333	3.650747
j1uia	treatment	social_events	3.54166666666667	2.625	3.47916666666667	3.4375	2.52083333333333	4.368387236329826
eqmuv	treatment	travel_experiential	3.66666666666667	3.14583333333333	3.31520833333333	3.54166666666667	3.77083333333333	6.0539174476593125
316ku	treatment	travel_experiential	3.25	2.64583333333333	3.77083333333333	3.83333333333333	2.47916666666667	3.1093657046981376
a50lz	control	accessories_tech	3.5	3.39583333333333	3.39583333333333	3.52083333333333	2.75	4.728968
515e7	treatment	travel_experiential	3.27083333333333	3.4375	3.16666666666667	3.70833333333333	3.91666666666667	3.617294779766836
31dq2	control	social_events	3.16666666666667	2.83333333333333	3.1875	3.85416666666667	3.27083333333333	4.325702
jrbok	control	social_events	3.52083333333333	3.45833333333333	3.57770833333333	3.79166666666667	2.29166666666667	5.262345
cu7t1	treatment	accessories_tech	3.54166666666667	3.70833333333333	3.08333333333333	3.04166666666667	2.375	3.110057181434545
phjmd	treatment	travel_experiential	3.5	2.6875	3.70833333333333	3.54166666666667	3.125	2.8235176602746934
ku3jd	treatment	accessories_tech	3.97916666666667	4.125	3.39583333333333	3.6875	2.83333333333333	5.527918813443021
5y9nl	treatment	travel_experiential	4.02083333333333	3.25	4.16666666666667	3.95833333333333	2.64583333333333	7.630654775322237
hj2uv	treatment	luxury_fashion	4.20833333333333	3.5	3.375	3.70833333333333	3.47916666666667	2.9532935632733013
coylr	treatment	accessories_tech	2.89583333333333	3.0625	3.5	3.66666666666667	2.52083333333333	5.02045853671878
92m2c	treatment	productivity_apps	3.75	3.27083333333333	3.29166666666667	3.29166666666667	2.85416666666667	3.161024427780754
xptkp	treatment	travel_experiential	3.58333333333333	3.39583333333333	3.66666666666667	3.45833333333333	2.08333333333333	4.632887427523374
mosee	control	social_events	4.1875	3.22916666666667	3.64583333333333	3.08333333333333	2.79166666666667	3.935121
hcnsv	treatment	accessories_tech	3.72916666666667	2.125	3.54166666666667	3.08333333333333	2.9375	5.397080527589786
mlc91	treatment	productivity_apps	3.60416666666667	3.20833333333333	3.79166666666667	3.75	2.70833333333333	2.209249866730691
vk7bg	treatment	social_events	3.60208333333333	2.79166666666667	3.97916666666667	3.58333333333333	3.654375	7.608944550124462
0mz5g	control	social_events	3.5625	3.27083333333333	4.0	3.5	2.45833333333333	4.24537
dk5q5	control	luxury_fashion	3.83333333333333	3.54166666666667	3.54166666666667	3.54166666666667	2.52083333333333	4.049206
y02bx	control	productivity_apps	3.625	3.29166666666667	2.64583333333333	2.52083333333333	3.875	3.703133
f7rpq	control	accessories_tech	3.47916666666667	3.5	3.22916666666667	3.375	2.64583333333333	3.248205
rg9vq	treatment	luxury_fashion	4.0	3.58333333333333	3.85416666666667	3.16666666666667	2.54166666666667	4.920536048371246
7u7mc	control	productivity_apps	4.25	3.39583333333333	3.70833333333333	2.97916666666667	2.95833333333333	3.213474
26cdu	control	productivity_apps	3.60416666666667	2.96166666666667	3.20833333333333	3.52083333333333	3.22916666666667	3.163089
8fj8u	control	social_events	4.1875	3.1875	2.85416666666667	4.27083333333333	2.29166666666667	2.752762
auotj	treatment	travel_experiential	4.125	3.54166666666667	3.60416666666667	3.70833333333333	2.9375	5.30211877906731
3wt5s	control	travel_experiential	4.10416666666667	3.27083333333333	4.02083333333333	3.83333333333333	2.72916666666667	5.845022
7pmb6	control	luxury_fashion	3.8125	2.58333333333333	3.83333333333333	2.97916666666667	2.75	5.172526
7tbti	control	productivity_apps	3.41666666666667	3.29166666666667	3.89583333333333	2.89583333333333	2.20833333333333	1.673796
x0jc7	control	social_events	3.72916666666667	3.41666666666667	3.8125	3.16666666666667	2.45833333333333	5.589159
ewtoh	control	social_events	3.41666666666667	2.79166666666667	3.22916666666667	3.39583333333333	3.0625	2.443512
57na3	treatment	accessories_tech	3.72916666666667	3.4375	3.45833333333333	3.52083333333333	2.54166666666667	5.004622547122403
r0pjg	control	accessories_tech	3.25	3.1875	3.875	2.375	2.27083333333333	2.928593
kaav5	control	luxury_fashion	3.4375	3.54166666666667	3.20833333333333	3.72916666666667	2.95833333333333	1.452614
txoo3	control	productivity_apps	3.5	2.77083333333333	3.125	2.91666666666667	3.47916666666667	3.007937
ozc5l	control	productivity_apps	3.875	3.14583333333333	3.64583333333333	3.83333333333333	3.02083333333333	3.551309
bkpuv	control	travel_experiential	3.5625	3.41666666666667	3.33333333333333	3.5	2.58333333333333	3.135378
bvkde	control	accessories_tech	3.29166666666667	3.29166666666667	3.375	3.16666666666667	2.95833333333333	3.886585
tquim	control	productivity_apps	4.04166666666667	3.0625	3.47916666666667	3.70833333333333	3.10416666666667	3.036773
2btiz	treatment	travel_experiential	3.35416666666667	2.83333333333333	3.14583333333333	3.83333333333333	3.27083333333333	3.6988220160515946
54fph	treatment	travel_experiential	4.02083333333333	3.20833333333333	3.02083333333333	3.875	2.8125	4.50174104662197
aumhk	treatment	luxury_fashion	3.72916666666667	2.95833333333333	4.1875	2.5625	2.54166666666667	5.217528780551841
6dty2	treatment	social_events	3.27083333333333	2.8125	3.72916666666667	3.58520833333333	2.85708333333333	4.39893824268194
mmb9q	control	social_events	3.41666666666667	3.33333333333333	3.60416666666667	3.54166666666667	2.47916666666667	3.466168
mpmkb	treatment	social_events	3.64583333333333	3.16666666666667	3.89583333333333	3.41666666666667	3.25	5.74328577778024
qsq33	treatment	accessories_tech	3.16666666666667	3.125	3.27083333333333	2.89583333333333	3.02083333333333	4.365585777213538
fhh06	control	social_events	3.85416666666667	3.70833333333333	4.0625	3.72916666666667	2.77083333333333	6.898343
j3pzm	treatment	social_events	3.33333333333333	3.14583333333333	3.35416666666667	3.64583333333333	2.97916666666667	4.5133325931559085
f76g8	treatment	accessories_tech	3.66666666666667	3.625	3.60416666666667	3.89583333333333	2.8125	4.591362315444065
wv90l	treatment	travel_experiential	3.96375	2.97916666666667	3.70833333333333	2.75	3.22916666666667	4.42666220603897
7b3z5	control	accessories_tech	3.77083333333333	3.125	3.625	3.89583333333333	3.125	4.19161
q7bda	control	travel_experiential	3.20833333333333	3.35416666666667	3.60416666666667	2.77083333333333	3.02083333333333	2.191911
j5ihn	control	accessories_tech	3.95833333333333	3.79166666666667	3.8125	3.89583333333333	1.9375	3.330703
rvtza	control	productivity_apps	4.14583333333333	3.39583333333333	3.8125	3.89583333333333	3.0	1.746669
mrxlo	control	social_events	3.5625	2.6875	2.75	3.04166666666667	3.10416666666667	1.223662
msb9s	treatment	social_events	3.1875	3.47916666666667	3.41666666666667	3.0625	2.6875	3.225188355784714
vf5zh	treatment	accessories_tech	3.25	2.70833333333333	3.39583333333333	2.66666666666667	2.66666666666667	4.231588191741253
33txf	control	social_events	3.4375	3.5	3.66666666666667	3.5	2.125	3.5719
3ej2b	treatment	accessories_tech	3.41666666666667	3.75	4.08333333333333	3.29166666666667	2.20833333333333	3.1923826543240925
xc1l8	treatment	accessories_tech	3.4375	3.77083333333333	3.35416666666667	3.376875	2.67041666666667	4.523514302154572
6hwnw	control	travel_experiential	3.5	3.58333333333333	3.02083333333333	3.41666666666667	2.58333333333333	6.04151
08gt2	control	luxury_fashion	3.95833333333333	2.74125	3.58333333333333	3.29354166666667	3.85708333333333	2.268182
xax91	treatment	luxury_fashion	3.22916666666667	3.5625	3.60416666666667	3.125	3.14583333333333	4.5270243253524125
nzhcx	control	productivity_apps	3.0625	3.0625	3.16666666666667	3.02083333333333	2.79166666666667	1.526584
o77rc	control	productivity_apps	3.39583333333333	3.25	3.40125	3.5	2.52083333333333	2.501403
g5foy	treatment	luxury_fashion	3.27083333333333	2.9375	3.58333333333333	2.9375	2.70833333333333	5.527065141407285
i2ow3	treatment	productivity_apps	4.05770833333333	4.0625	3.41666666666667	3.77083333333333	2.25	6.404356407200374
jhqr5	treatment	luxury_fashion	3.625	3.22916666666667	3.8125	3.60416666666667	2.79166666666667	3.3081473846519485
u57np	control	productivity_apps	3.8125	3.0625	3.35416666666667	3.04166666666667	3.29166666666667	2.182881
s6rjf	treatment	social_events	3.52083333333333	2.79166666666667	3.5625	3.16666666666667	2.89583333333333	3.98916656689663
mdeg2	treatment	travel_experiential	3.35416666666667	3.25	3.6875	3.626875	2.58625	3.6429730301496406
v1a49	treatment	accessories_tech	3.29166666666667	3.70833333333333	2.39583333333333	3.9375	2.125	3.888899309243982
avt88	control	social_events	3.58333333333333	3.35416666666667	3.5	3.625	3.33333333333333	3.942546
sxexm	treatment	productivity_apps	3.5625	3.125	3.5	3.3125	2.66666666666667	2.5250210395774704
cs6es	treatment	travel_experiential	4.08333333333333	3.14583333333333	3.41666666666667	3.39583333333333	3.125	5.294335844448861
0wgbn	treatment	accessories_tech	3.89583333333333	3.10416666666667	3.29166666666667	4.0	3.75	4.275438597940633
6y5w8	treatment	social_events	2.91666666666667	2.95833333333333	3.625	2.95833333333333	2.60333333333333	3.1462895572622664
gbt0z	treatment	productivity_apps	2.64583333333333	3.20833333333333	2.52083333333333	3.75	3.125	3.742816147835824
u41pp	control	social_events	3.83333333333333	3.52083333333333	2.77083333333333	2.72916666666667	3.70833333333333	2.562642
egdgn	control	travel_experiential	3.58333333333333	3.02083333333333	3.97916666666667	2.77083333333333	2.70833333333333	5.192538
ob9zi	treatment	luxury_fashion	3.33333333333333	3.89583333333333	3.20833333333333	3.95833333333333	2.33333333333333	4.150330126524347
qrqxm	control	travel_experiential	3.0625	3.70833333333333	3.39583333333333	3.9375	2.5625	4.472179
cg51o	control	productivity_apps	3.54166666666667	2.89583333333333	3.375	3.16666666666667	3.6875	2.039384
r1jk8	treatment	accessories_tech	3.5	3.4375	3.45833333333333	3.8125	2.4375	3.4042193005988475
zd2x3	treatment	luxury_fashion	3.47916666666667	3.02083333333333	3.66666666666667	3.35416666666667	3.0	2.353420178560814
u6jgc	treatment	luxury_fashion	4.16666666666667	3.75	3.91666666666667	3.66666666666667	2.6875	5.146148758051043
nuoah	control	accessories_tech	3.91666666666667	2.79166666666667	3.62020833333333	3.47916666666667	2.91666666666667	4.912337
u764z	treatment	social_events	4.0625	2.83333333333333	3.8125	3.77083333333333	3.10416666666667	4.966879489867197
9dua7	treatment	accessories_tech	4.58333333333333	3.33333333333333	4.41666666666667	3.0625	2.35416666666667	5.098285606008831
e2uz7	control	productivity_apps	2.875	3.35416666666667	2.8125	3.04166666666667	3.33333333333333	3.146186
poeyv	treatment	travel_experiential	3.72916666666667	3.25	3.66666666666667	3.52083333333333	2.20833333333333	4.656675556292363
agtb6	control	productivity_apps	2.97916666666667	3.77083333333333	3.0625	3.3125	3.04041666666667	4.722847
6pwrn	treatment	productivity_apps	4.0	3.27083333333333	3.8125	3.72916666666667	2.47916666666667	3.3620103516953157
z2m5b	control	luxury_fashion	3.45833333333333	3.58333333333333	3.5	3.47916666666667	3.60416666666667	3.67547
tc1ks	treatment	accessories_tech	2.95833333333333	2.39583333333333	3.70833333333333	3.60416666666667	2.66666666666667	3.439966801697399
x9wko	control	travel_experiential	3.91666666666667	3.0625	3.25	2.8125	3.10416666666667	4.442899
6tik4	treatment	luxury_fashion	3.875	3.79166666666667	3.125	3.6875	2.89583333333333	2.4660832824154184
su82f	control	social_events	4.10416666666667	2.58333333333333	3.64583333333333	3.83333333333333	3.3125	5.079807
s6epf	treatment	luxury_fashion	3.58333333333333	3.375	3.83333333333333	2.70833333333333	3.14583333333333	4.016475229986796
4ec4j	control	social_events	3.625	3.45833333333333	3.9375	3.66666666666667	3.27083333333333	7.176873
pscpp	treatment	productivity_apps	3.33333333333333	3.02083333333333	3.75	3.64583333333333	2.60416666666667	2.503900695347076
prqoe	treatment	social_events	3.54166666666667	3.91666666666667	2.5625	3.52083333333333	2.35416666666667	2.0219951065639714
76l30	control	luxury_fashion	3.22916666666667	2.97916666666667	3.75	3.33333333333333	2.95833333333333	2.416003
v4v4i	treatment	luxury_fashion	4.08333333333333	3.02083333333333	3.97916666666667	3.3125	3.0625	4.004485014832728
rr1dp	control	productivity_apps	3.29979166666667	2.75	3.5625	3.79166666666667	2.35416666666667	1.856017
4zyae	control	luxury_fashion	3.14583333333333	2.89583333333333	3.5625	3.45833333333333	2.54166666666667	3.686173
31ino	treatment	travel_experiential	3.83333333333333	2.75	3.20833333333333	3.4375	3.02083333333333	3.751592087819359
awutx	control	social_events	3.16666666666667	3.02083333333333	3.60416666666667	3.54166666666667	2.70833333333333	3.966985
i3nbq	treatment	social_events	3.41666666666667	3.20833333333333	3.57166666666667	2.97916666666667	3.0	4.958466368526174
e7nkc	control	productivity_apps	3.6875	3.85416666666667	3.66666666666667	3.8125	2.25	3.229083
jhn03	control	productivity_apps	3.89583333333333	2.54166666666667	3.72916666666667	3.04166666666667	3.0625	1.489371
xei98	treatment	travel_experiential	3.60416666666667	3.41666666666667	3.33333333333333	3.33333333333333	2.83333333333333	3.1123627582820195
vi8iy	treatment	travel_experiential	3.33333333333333	2.89583333333333	3.27083333333333	3.39583333333333	3.25	3.9551696082123327
dxggg	control	productivity_apps	4.4375	2.83333333333333	3.02083333333333	3.4375	3.79166666666667	4.118749
f71lv	control	travel_experiential	3.02083333333333	3.0625	3.33333333333333	3.72916666666667	2.97916666666667	3.433623
sgms7	control	accessories_tech	3.89583333333333	3.97916666666667	3.97916666666667	3.60416666666667	2.33333333333333	5.351442
he7fd	control	social_events	3.58333333333333	3.58333333333333	3.41666666666667	3.41666666666667	2.77083333333333	3.697208
52qqs	control	accessories_tech	3.95833333333333	2.6875	3.72916666666667	3.0625	3.70833333333333	4.104039
u8tp9	treatment	accessories_tech	2.79104166666667	2.875	2.919375	2.9375	3.20833333333333	2.336431752233044
ordqn	treatment	accessories_tech	3.79166666666667	3.83333333333333	3.33333333333333	4.27083333333333	3.07125	4.049395082171574
uypdi	control	social_events	3.14583333333333	3.25	3.25	3.16666666666667	3.625	3.099599
5lalz	control	social_events	3.54166666666667	3.16666666666667	3.26625	3.54166666666667	3.20833333333333	3.732233
ochfc	treatment	travel_experiential	3.25	2.52083333333333	3.3125	3.35416666666667	2.64583333333333	3.568959301933151
4tqi4	control	travel_experiential	4.04166666666667	3.22916666666667	3.5625	3.75	2.85416666666667	7.88032
4bf12	control	luxury_fashion	3.92229166666667	2.66666666666667	3.0625	3.27083333333333	3.16666666666667	1.552621
kep3v	control	accessories_tech	3.5625	4.0	3.45833333333333	3.875	2.16666666666667	3.781367
mkz58	control	luxury_fashion	3.6875	3.32104166666667	3.64583333333333	3.29166666666667	2.75	3.994615
c9ygr	treatment	travel_experiential	3.60416666666667	3.70833333333333	3.64583333333333	3.64583333333333	2.47916666666667	4.538503946475354
2uvq8	treatment	travel_experiential	3.8125	3.54166666666667	3.8125	3.47916666666667	2.02083333333333	6.100223724335365
eo0gr	control	luxury_fashion	3.41666666666667	3.375	2.79166666666667	3.29166666666667	3.125	1.928175
l2sh4	control	luxury_fashion	4.08333333333333	2.47916666666667	3.375	3.625	2.47916666666667	2.969201
laf0f	treatment	travel_experiential	4.08333333333333	3.16666666666667	3.52083333333333	3.89583333333333	3.20833333333333	5.545193575388549
n7e5g	control	accessories_tech	3.70833333333333	3.67979166666667	3.6875	3.60416666666667	2.20833333333333	5.652064
zu16s	treatment	travel_experiential	2.95833333333333	3.27083333333333	3.39583333333333	3.10416666666667	2.81854166666667	5.980073870158719
fyebx	control	luxury_fashion	3.4375	3.45833333333333	3.16666666666667	3.375	3.54166666666667	2.284597
k4ups	control	travel_experiential	3.20833333333333	3.60416666666667	3.33333333333333	3.35604166666667	3.08625	3.168369
rb9q3	control	productivity_apps	3.375	3.8125	3.64583333333333	3.47916666666667	3.08333333333333	2.235658
fe00h	treatment	productivity_apps	3.64583333333333	3.58333333333333	2.97916666666667	3.10416666666667	2.60416666666667	3.900548920449098
qjq5z	treatment	social_events	3.45833333333333	3.22916666666667	3.52083333333333	3.625	2.79166666666667	4.272998043699698
854ow	control	luxury_fashion	3.79166666666667	3.3125	3.875	3.8125	2.85416666666667	3.425966
teq1q	treatment	social_events	3.04166666666667	3.1875	3.35416666666667	3.375	2.6875	3.616958544367261
8bxa2	control	travel_experiential	3.37291666666667	2.4375	3.66666666666667	3.16666666666667	2.6875	5.56233
r588a	control	productivity_apps	3.5625	3.375	3.41666666666667	3.60416666666667	2.39583333333333	3.745149
g4lqt	treatment	accessories_tech	3.79166666666667	2.97916666666667	3.45833333333333	3.4375	2.6875	5.315432887794287
n0jqv	control	accessories_tech	3.39583333333333	3.15958333333333	3.41666666666667	3.375	3.0	4.340233
40mrz	treatment	travel_experiential	3.41666666666667	2.45833333333333	3.0	3.41666666666667	3.39583333333333	2.4559819883753797
hg03s	control	social_events	3.25	3.25	2.97916666666667	2.98104166666667	2.87791666666667	1.616828
9dopm	treatment	luxury_fashion	3.375	3.54166666666667	3.64583333333333	3.375	2.91666666666667	3.308391258851749
j740x	treatment	travel_experiential	3.89583333333333	3.1875	3.9375	3.60604166666667	2.66958333333333	4.132384329831326
grcfm	treatment	travel_experiential	3.6875	3.27083333333333	3.45833333333333	3.0	2.70833333333333	5.69634991228043
j6496	control	luxury_fashion	3.35416666666667	3.60416666666667	3.22916666666667	3.20479166666667	2.1875	3.779354
ki224	treatment	social_events	3.75	3.14583333333333	3.72916666666667	3.29354166666667	2.85708333333333	4.569496375379585
de9bx	control	accessories_tech	4.04166666666667	3.39583333333333	3.75	4.0625	3.39583333333333	6.43359
zmg53	control	productivity_apps	3.89583333333333	4.41666666666667	3.95833333333333	4.02083333333333	1.64583333333333	4.027581
vcdz1	control	luxury_fashion	3.91666666666667	2.35416666666667	3.58333333333333	3.75	2.79166666666667	5.129549
2chlq	treatment	luxury_fashion	3.27083333333333	2.89583333333333	3.77083333333333	3.16125	2.73208333333333	3.169782862573557
d3e0n	treatment	luxury_fashion	2.88458333333333	3.14583333333333	3.4375	3.1875	3.10416666666667	3.030207273550492
8at6o	treatment	social_events	3.16666666666667	3.1875	3.47916666666667	3.45833333333333	2.5625	4.998473526925771
gbuty	treatment	productivity_apps	3.5625	3.4375	3.5625	3.45833333333333	3.14583333333333	3.941830502077943
iz8iy	control	luxury_fashion	2.91666666666667	3.27083333333333	3.25	3.41666666666667	2.60416666666667	1.511565
noitl	treatment	accessories_tech	3.375	2.9375	3.375	3.1875	2.4375	2.9310621508089736
phgyd	treatment	social_events	2.97916666666667	3.1875	3.125	3.3125	3.47916666666667	3.5392562349714014
dgr9v	treatment	social_events	3.6875	2.8125	3.625	4.0	2.52083333333333	3.1410288816453007
4f7m7	control	travel_experiential	3.27083333333333	3.16666666666667	3.14583333333333	3.5	2.60416666666667	3.67104
273th	control	social_events	3.5625	3.29166666666667	3.89583333333333	3.25	1.83333333333333	5.088914
07815	treatment	productivity_apps	3.72916666666667	2.72916666666667	3.5	2.35416666666667	3.54166666666667	1.9772406498883444
aeomk	control	accessories_tech	4.14583333333333	3.0625	3.54166666666667	3.625	2.0	3.178852
nz99h	control	accessories_tech	3.16666666666667	4.04166666666667	3.4375	3.64583333333333	3.02083333333333	3.921059
jzi85	control	productivity_apps	3.32854166666667	3.125	3.4375	3.04166666666667	3.0625	3.025442
j7ror	control	travel_experiential	4.0	4.08333333333333	3.08333333333333	3.58770833333333	2.33333333333333	3.797633
9htta	treatment	social_events	3.77083333333333	3.5625	3.4375	3.5	2.41666666666667	4.7890847477624
k2shc	control	travel_experiential	4.29166666666667	3.25	4.22916666666667	3.45833333333333	2.60416666666667	4.964819
stw2l	treatment	social_events	3.77	2.625	4.22916666666667	3.6875	2.9375	7.909211028984187
miv5n	control	luxury_fashion	3.97916666666667	3.77083333333333	3.79166666666667	3.25	2.29166666666667	4.398002
tulxp	treatment	accessories_tech	3.85416666666667	3.70833333333333	3.79166666666667	3.25	2.39583333333333	4.829450842041588
p7yf2	treatment	accessories_tech	3.59458333333333	3.5	3.3125	3.35416666666667	2.625	3.5719429086601915
hg637	treatment	accessories_tech	3.40375	3.40208333333333	3.20083333333333	3.44229166666667	2.83333333333333	3.856427933260435
9n791	treatment	luxury_fashion	3.5	3.5625	3.3125	3.625	2.83333333333333	3.93615917376362
69yrv	treatment	productivity_apps	3.625	3.0625	3.54166666666667	3.64583333333333	3.47916666666667	2.981545919628182
psmeh	treatment	social_events	3.35416666666667	3.0	2.95833333333333	3.625	2.8125	2.081889904980668
j0g8e	treatment	accessories_tech	3.33333333333333	3.5	3.64583333333333	3.10416666666667	2.85416666666667	3.953974012464876
5l9vv	treatment	social_events	3.45916666666667	3.25	3.8125	3.0625	2.70833333333333	5.218351631504425
dv912	treatment	travel_experiential	3.5	3.1875	3.6875	3.375	2.79166666666667	3.5529558810286246
