imdbId,total_viewership,total_cost
tt0814335,49879907,284110779
tt1186370,63912459,180952446
tt0074806,8144290,203478641
tt0071483,84827476,168696419
tt0172396,70483980,240757513
tt1094198,67502581,209088860
tt2777850,66584981,186281380
tt0066963,62793297,258462635
tt1074191,84143523,197464227
tt0872190,90495973,242141816
tt0491109,79505870,217688744
tt0093677,49076132,258484552
tt0054743,62109344,150601307
tt0063591,38914160,247721928
tt0488798,43742355,161139722
tt1170399,97056913,263032684
tt0327036,66949506,136499976
tt0065143,3603017,120698546
tt0419058,47332475,213269039
tt0064782,46379062,190526058
tt0039017,65114458,182584618
tt0253658,14669255,205707817
tt0845448,55239003,162135892
tt0038494,81791216,238445057
tt0097372,23891666,262664731
tt0100260,64466322,254658792
tt0490170,43527456,251902108
tt0418362,99517544,261198301
tt1083845,99378074,267212864
tt0041154,22559808,140615657
tt0049784,8216312,129006632
tt1075747,77736575,177009186
tt0090798,1953550,266527235
tt1114725,54148709,145679778
tt0486420,47702475,185895099
tt1023500,37325219,176515117
tt0283026,61621110,202120704
tt0402348,56960703,142089776
tt0112688,44296216,218334440
tt0955308,76524863,219770161
tt0080641,81639575,229001853
tt0337711,1763926,247335645
tt0810821,74834077,200105205
tt0100740,87673877,223211887
tt0102517,19988339,144812743
tt0898367,84061396,276649550
tt0054821,33978603,289355427
tt0357668,27496555,245449140
tt0234354,17155113,140190764
tt0099731,96982282,170375748
tt0762105,39082733,122277056
tt1201167,59085456,182074586
tt0068370,56354758,295771335
tt1587426,70673826,152108469
tt1216477,37089284,174634669
tt0120321,32136890,163807310
tt1039989,45012505,146383002
tt0432047,77312782,163733257
tt0047935,41400024,203948575
tt0452706,47063397,216718950
tt0056736,57279558,168620255
tt0277705,356173,193762486
tt0113089,63489454,189360763
tt0363532,96335547,229640578
tt0067921,71919547,285245703
tt0119792,13729200,264873135
tt0056405,28012454,295784123
tt0373908,94342097,234188713
tt0091860,14258921,131610864
tt0064694,80373677,289994152
tt0046368,57142676,143920536
tt0098157,56189264,167688721
tt0107653,26893292,292720127
tt1181927,39437403,136359313
tt1349482,33389396,157438134
tt0082933,42997015,199612076
tt0048198,76165441,193316225
tt0301934,51785256,168798657
tt0085346,95801231,232676689
tt0930083,61009861,209989371
tt0269743,83340535,197864361
tt0411469,16594774,292249637
tt0114234,69372114,173611602
tt0109592,39228892,287660683
tt0265171,89222486,227178269
tt0130964,6759001,122842441
tt1404573,19267298,280034962
tt0467167,15475612,221120087
tt1073510,25119045,220303891
tt1269560,40944286,293245806
tt1226271,54106417,189490468
tt0347332,96694088,236921367
tt0452039,65623159,134111354
tt0151582,85697511,201980041
tt1153706,72119263,212243713
tt0285154,71657460,194144075
tt0082477,94753381,295968770
tt0326900,93871597,234905868
tt0347330,18248702,127022626
tt0904049,74755972,216605169
tt1194616,26965314,225300267
tt0091374,80679348,188042949
tt0409527,23066317,256921454
tt0825239,33900496,153230615
tt0053579,29777309,296410915
tt0306434,45488868,144233674
tt0263467,21072867,169783598
tt1015474,53918961,175983859
tt0053793,51487355,174331352
tt0069897,47113465,175393815
tt0069792,73701491,149046622
tt0071517,53538246,274890680
tt0119311,54585866,180280816
tt0309372,6831023,189427404
tt0072325,86335862,247532491
tt1127221,2860396,271300676
tt1135931,69225855,296906263
tt0346631,9643017,276533696
tt0082776,34487304,287909323
tt0094057,866947,245849274
tt1243955,42917399,143787416
tt0050468,86848527,137942503
tt0191133,26943359,242782462
tt0160401,53782089,216499766
tt0494864,16834281,258093221
tt1512321,94333234,298244043
tt1130088,97453769,273327680
tt0106450,96213839,134985633
tt0065168,40279813,289154427
tt0785025,15899628,283656226
tt0337660,49354571,168050248
tt0025699,25124235,175362468
tt0027087,38286365,133237917
tt0025440,80372632,211111561
tt0052655,46788088,125272953
tt0061791,66619097,263500733
tt0062395,53623375,180175413
tt0402764,96649992,238216001
tt1213585,83331670,261919690
tt1197624,79253467,157009632
tt1220220,78335869,278661284
tt1398941,73348850,252765576
tt1230414,95679523,247331874
tt1193138,29148651,131790395
tt1057500,33072882,238979919
tt0947810,90596448,143876223
tt0479997,13455852,125252316
tt0865559,35750711,269013101
tt0050858,46448993,231304290
tt0025465,35781220,243728366
tt0249241,76479886,201891649
tt0840361,16379076,141473730
tt0059250,59083361,120685279
tt0108149,58201578,246400339
tt0026846,81297500,132255122
tt0976222,75760121,274094821
tt0024500,71350414,191279939
tt1235448,12938591,259607232
tt0053925,72718477,152184312
tt1250777,18033334,225310889
tt0031880,38071872,273193280
tt0084867,2059294,150717879
tt0024516,38102381,247908545
tt0084637,34310696,210264237
tt0077735,44526857,276119018
tt1202222,70608880,171312129
tt0315778,13776065,182906047
tt0920457,92751387,140627710
tt1579526,33626744,282402910
tt1179904,73707391,195395620
tt0068168,15259752,223282879
tt0892874,27970635,211738353
tt0035429,97813229,193114446
tt0275719,73433044,253316063
tt1226681,101980,294393528
tt0104534,17896461,268626820
tt0075622,86584964,269753782
tt0100594,26684702,244374062
tt0381601,5984237,134987777
tt0471041,93520147,146646194
tt0192255,72581281,284303359
tt0413879,13492453,161827955
tt0096461,55829422,163199177
tt0449573,57425702,187023026
tt0387301,33627147,191925635
tt0082242,86847479,203236766
tt0046436,53262938,136933514
tt1451763,82424712,262261581
tt0348505,50929683,232302468
tt1232776,66450673,233364930
tt0179473,6514596,208049712
tt0049646,85728317,198669727
tt1007018,75642176,249817310
tt0489279,83159053,223405619
tt0325618,69102073,264999074
tt0057163,13132234,263411066
tt0189070,17056466,210135945
tt0103002,93243728,295032253
tt1252596,97389436,126407882
tt0078087,10565752,240169129
tt0089003,39763341,185432699
tt1213825,10596260,255350888
tt0085248,23789301,173047678
tt1133989,25902761,131285326
tt0071396,68893565,138352477
tt0093624,42185162,264067537
tt0309986,65281082,287023070
tt1562392,48896154,228739221
tt0077598,46165457,227086713
tt0301893,96872176,174263085
tt1087578,73073622,262835810
tt1371630,79475652,202473558
tt0114609,62840021,203844777
tt0104181,72832378,279508956
tt1997455,22064843,219026536
tt0234137,5875515,181382227
tt0851430,8024792,190774871
tt1261052,48759274,281963627
tt0186045,75218383,143557081
tt1307064,45361678,250763217
tt1331064,31018183,196542775
tt1210071,35199707,286511759
tt0067328,76702070,154450364
tt1263670,15289569,142389850
tt0101371,85132165,170277112
tt0056112,44997866,217579016
tt0063694,52662272,199503029
tt1305806,1858923,223271214
tt1059980,61400006,281376304
tt0082783,10381767,199018461
tt0079871,6625897,286143807
tt0034587,77503729,278266868
tt0486615,56851383,254943397
tt0200720,86578487,132983981
tt1002567,65639623,294819848
tt0076162,34246362,205206212
tt0071431,17610730,146570030
tt0186253,87489139,174392793
tt0043924,572353,137573089
tt0043625,57239755,167371085
tt0885415,57383412,203458496
tt0891520,50434256,245503438
tt0106557,90161663,179205738
tt0109415,58864352,169825756
tt0762148,85452378,241942515
tt0053877,89920419,265065714
tt0806203,66408383,276659630
tt0050629,45433703,258559992
tt1151915,14076256,268823663
tt0040979,99718577,240646286
tt1255951,29740903,138068443
tt1227762,80602950,297824871
tt0485272,46238190,131046732
tt0024852,39541255,267011449
tt0062376,52734296,209179086
tt0258816,23209069,207591083
tt1172994,38694246,133501403
tt0047892,65318087,209165582
tt0119092,72042449,148683165
tt0340380,55371003,240399779
tt0453365,78466924,238747274
tt0780511,66386340,209730880
tt0087981,79548471,185745908
tt1086780,99170129,174918549
tt0880567,73652474,238796583
tt1132589,66700238,298465119
tt0045009,6764159,207983161
tt0092857,21927004,154343209
tt0119594,92674112,244376693
tt0263725,5952964,270920253
tt0061489,94912863,150137297
tt0063555,39229539,286231012
tt0019760,24886043,185499401
tt0110399,45725644,275984374
tt0094590,59435863,173406527
tt1385912,99938889,195997224
tt0093512,79000023,142722106
tt0063611,55810318,206535641
tt1462758,46530132,194466294
tt1210042,59002614,171723311
tt0301181,54960227,248483965
tt1187064,81708361,212115748
tt0283999,88024996,234595900
tt0056860,74993457,209691341
tt0080440,44886052,249906659
tt0069343,57955080,244924447
tt0090866,27847675,243787930
tt0059124,41522079,153658308
tt0059126,88937326,255486769
tt0091707,58865734,122328898
tt0090057,98012082,266025184
tt0058212,28616348,162334348
tt1232783,38832508,135398958
tt0332712,34825934,127909007
tt0091647,84008400,175791398
tt0103888,21072401,298277853
tt0048339,57115488,217999427
tt0066849,19737401,254022343
tt0050481,60276242,246080900
tt0110977,39015045,248032609
tt0059125,97046568,257780292
tt1185431,93586438,259602449
tt0408120,14440222,126509078
tt0087004,347429,270269862
tt0367495,56764126,166514527
tt0062168,96684947,239972431
tt0343531,39439231,132089190
tt0098967,39547074,196547709
tt0098143,32562106,162924523
tt0485601,59472464,198122208
tt0064403,55062760,137639793
tt0053133,40070322,209821046
tt0090683,72048269,211708257
tt0405615,76912277,221391441
tt0841032,99242949,227406006
tt1106860,96762954,190191031
tt0071381,80127324,184410617
tt0087821,99001705,130125676
tt0161010,76514841,266670880
tt0036027,28401855,279957244
tt0080728,21669104,256037251
tt1256629,12427815,126019686
tt0051786,92505688,161797856
tt0044672,34856839,281379941
tt0047904,48018970,177624603
tt0088412,54206113,287644934
tt1267319,65910713,185067088
tt0099611,32290356,207657785
tt0062472,49087223,200377847
tt0053418,62285168,152149675
tt0364376,78831599,149110689
tt0807758,56022405,189906494
tt0068661,38943809,203128359
tt0092929,78993546,183271777
tt0816556,7954618,233318712
tt0058384,58977041,180847370
tt0074626,92145468,221062685
tt0069041,67765282,281247212
tt0082467,11544740,261455126
tt0481519,25505662,288302704
tt0051605,89578984,226642797
tt0101625,6461665,123484464
tt0084695,72827124,255320791
tt0106928,38426549,296978745
tt0112744,41479786,153582144
tt0056331,18809518,279065037
tt0944835,31317815,146947424
tt1320253,41238542,147523963
tt0472399,41099072,189117415
tt1247667,72011177,184673834
tt0935075,47595177,160736753
tt0212879,91288820,225195272
tt0054067,58538885,171920154
tt0057078,71736830,193865864
tt0188694,12118180,283671744
tt0087814,61789745,134874831
tt0075614,18256443,277166025
tt0059678,83717366,217135097
tt0084556,931548,289251854
tt0093996,11111896,290687574
tt0756725,21068437,207013507
tt0102960,20964781,152728566
tt0094033,7386533,248291291
tt0083624,29394874,140988531
tt0254199,69439708,188870922
tt1420554,38404592,126500942
tt0409011,60735266,198046044
tt0063829,69898989,207858226
tt0049405,64110908,185566183
tt0427481,73816748,281797694
tt0359639,86038527,221315279
tt1258137,3216894,297624439
tt0057443,68928520,227193280
tt0057603,32593956,211129188
tt0060794,76489268,173420378
tt0058567,18840423,252535970
tt0283987,31716035,149296620
tt0062833,27342146,288800500
tt0117891,40725753,136687759
tt0089254,16560456,161786191
tt0069754,49728883,171533873
tt0098503,46268752,153305241
tt0098502,26141015,161287235
tt0096316,65832608,135520527
tt0091651,45418659,261300089
tt0097106,48794229,194416349
tt0192335,14715985,178932745
tt0092860,78753494,232974422
tt1258128,98620318,256678111
tt0051720,64785074,292907770
tt0053134,7172040,256604057
tt0119326,22811969,280427906
tt0795351,96340352,237787367
tt0082511,38763133,135145025
tt0054790,79301974,133492518
tt0049013,7940713,129155291
tt0068394,47954637,279196176
tt1288403,51110987,140725131
tt0155388,28624123,204603166
tt0071679,47713393,142672891
tt0051758,60875523,124490974
tt0059635,36125550,274983349
tt0113241,11423032,276110310
tt0478999,44555643,160568831
tt0071790,22653255,171944461
tt0113014,36137718,129239424
tt0961722,76182551,202533669
tt0082966,42562194,296759561
tt0068282,45360131,243055104
tt0094997,38663197,170648232
tt0082431,90822540,224625410
tt0120710,75462785,272056312
tt0090837,85132811,142387064
tt0018578,70825129,268102124
tt0044837,71450907,242786906
tt0050598,93459248,239850460
tt0014624,24385538,124244479
tt0018773,28345584,230853516
tt0844463,15967613,139426240
tt0059821,11522094,266215622
tt0057449,31560632,260435208
tt0048991,25225840,223177887
tt0203408,27661632,230137777
tt0059465,70616621,192493463
tt0067929,10838142,155673762
tt0060174,64998520,285998214
tt0056552,50655023,231777774
tt0035753,73428615,122340948
tt0078077,73289143,223941805
tt0067950,59746710,183669525
tt0073324,8175478,211040798
tt0065744,68206068,283166388
tt0248190,91301989,180356374
tt1218030,13718476,228690255
tt0087909,60551197,143171963
tt0091425,7455711,234382456
tt0951333,26191108,196673646
tt0056368,39021738,159789443
tt0054407,69611817,160817471
tt0070432,6193698,168347978
tt0080904,84918316,126521131
tt0060647,28899446,244569118
tt0069895,71236413,191977614
tt0455407,13039478,219413383
tt0076590,23780556,203160461
tt0051365,93658965,184472055
tt0074147,69242965,232870434
tt0057358,88663164,291040018
tt0138545,12069009,261080904
tt0056943,78501192,255582703
tt0100827,18851632,253930196
tt0079135,11827765,124557617
tt0206917,88265730,136151535
tt0084777,67076162,270132280
tt1232790,8729340,124058664
tt0101649,51030492,155717758
tt1258197,46072700,183089031
tt0050585,31765020,170899519
tt0810784,82657401,194658874
tt0041838,48750527,128936106
tt0053290,77661599,254715665
tt0042579,45138047,228819962
tt0047479,60623223,223386257
tt0074455,98595712,217670345
tt0357139,91607660,184047162
tt0079889,68131439,280278673
tt0041737,159383,237935835
tt0083281,13285700,267798809
tt0086231,30860388,290325009
tt0091093,35106950,202009545
tt0063462,11594914,290582270
tt1156173,95455679,122022395
tt0326806,8381291,232107225
tt0064952,35036041,177822284
tt0067952,2476675,247804972
tt0090109,18212551,146621872
tt0037549,11479802,144969370
tt0084725,74808722,123665410
tt0041699,34638607,249960958
tt0263728,57412198,273496975
tt0094744,43068702,195097834
tt0118525,43730293,217043544
tt0924468,92395580,165685192
tt0068284,68847728,254322414
tt0039631,75285573,181511940
tt0119285,88197001,199846281
tt0048938,70361401,271963037
tt0098385,17265915,211545119
tt0087243,97992446,173320320
tt0084854,514053,204394416
tt0181838,56930751,271468966
tt0099637,69641634,129515000
tt0084298,37242093,237172623
tt1185412,22934412,158708983
tt0069198,23560188,276533089
tt0066412,74481794,133553246
tt0059440,11099492,133811958
tt0060380,80977899,162150709
tt0164993,40521268,210033100
tt0082235,50155481,155644987
tt0119665,99337944,175220769
tt0058279,31111484,232745366
tt1419318,80293948,168070063
tt0929864,89928159,235209112
tt0196158,49471528,137823089
tt0330111,41891203,241288307
tt0083316,78458900,275214689
tt0493450,29430506,280777765
tt0433575,30056284,194711551
tt1519929,15748604,142055548
tt0095379,83299062,166330889
tt1010278,96009943,130091672
tt1485762,52476642,159825169
tt0308443,54948248,182948371
tt0415127,35724779,241053455
tt0464828,82579296,188826371
tt0111341,64743695,155203191
tt0053459,77655123,231899346
tt1084697,84092966,255603033
tt0067367,60545116,238954838
tt0116630,9260400,244453413
tt0055572,9921993,254136599
tt0319736,95528499,285731196
tt0106449,18352086,134198942
tt0065481,78131973,290278955
tt0054460,41510891,123436318
tt0073240,34778142,258949548
tt0098051,50514021,204793602
tt0031455,17954652,203141097
tt0092783,44609404,299330329
tt0080603,57485017,195574994
tt0278490,63887046,135157073
tt0072687,40375010,206758392
tt0093132,44621573,212192471
tt0103312,62196260,217812247
tt1053424,75322578,199936450
tt1039995,7350524,193688487
tt1329457,83824301,258018011
tt0079758,76836249,290919200
tt0060921,14858739,199985756
tt0021165,17736925,145765317
tt0086904,85163372,239862208
tt0063285,14124442,244429951
tt0460902,80167570,136611205
tt0074292,31109952,272640421
tt0084732,16802271,147149620
tt0063557,11844477,265489712
tt0053341,54145632,162976365
tt0056675,95748810,181374656
tt0048966,74559243,134595703
tt0118635,51047205,198989723
tt1241316,44023340,174601150
tt0065451,84323780,167789313
tt0069786,50805962,239841574
tt0186730,74161808,203537858
tt0385568,93582007,224681729
tt0112364,69166008,200228657
tt0295238,39094415,236251569
tt0114323,49835493,206639165
tt0100828,91588557,229229861
tt1311699,33975527,126652015
tt0055186,77906654,245443600
tt1105729,56681273,294782983
tt0366860,93213156,258543770
tt0062767,23853235,154788432
tt1431191,36683863,131400462
tt0036307,32927991,123459024
tt0044829,79782506,167278005
tt1210356,26665228,284171274
tt0330634,49031716,163839805
tt0231265,72127637,204055126
tt0091575,32208226,221018387
tt0092115,80586995,192905509
tt0383975,67044562,243093225
tt0090366,66905090,249623779
tt0110922,12219946,123155570
tt0327071,97826452,262723949
tt30397483,52036829,158388124
tt0046790,92208352,231394539
tt1242422,35213337,127703703
tt0277412,37649129,175586094
tt0772187,31314339,154798123
tt1582539,51352877,184531617
tt0092003,46907357,124113698
tt0330904,34529386,175663674
tt0078241,38489433,201149096
tt1533817,69365723,206768873
tt0049120,91374066,213363926
tt0080354,91999841,182645115
tt0040652,77692161,230463005
tt1345777,87362186,126191679
tt1114712,72002432,258157486
tt0055278,24211775,271379351
tt0052896,17514840,252038757
tt0061669,20312775,122601680
tt0056370,86642421,148271763
tt0063534,26737251,267789347
tt0096920,40221714,139274825
tt0093771,18319327,260638644
tt1249300,51451939,174636926
tt0106684,26749422,193551205
tt1038043,44359925,210901459
tt1054580,57522055,144603759
tt1543920,76611326,185745725
tt0060120,54124462,225961043
tt0815236,57280811,234990500
tt0052846,97294735,215714405
tt0052169,25933475,266341827
tt0051755,66472315,171384685
tt0403118,86353830,194507887
tt0093200,59932212,242445942
tt0109504,75572141,246897059
tt1442571,17959107,277808042
tt0077889,84073865,216599628
tt0092147,3990687,134072575
tt0210567,68028196,247839374
tt0096118,33949954,288916841
tt0096119,37325522,149067660
tt0120390,16911575,258103419
tt0038259,56603167,138950019
tt0060437,36475429,139978047
tt1420568,33015299,181507003
tt0073697,66183725,174695164
tt1073105,42018428,126127891
tt1191111,55402035,210572707
tt1315981,51028146,157749078
tt0387925,63903760,180275276
tt0066450,6254913,281940629
tt0109578,50150226,127328918
tt1321509,13815661,269039622
tt0068669,79527287,208557205
tt0112288,96655655,284866367
tt1415283,8927436,286753577
tt0036400,18633275,199403093
tt0066534,12845194,145182653
tt1440756,99467649,234249210
tt1183665,21848322,269803540
tt0785004,90763207,178311765
tt0114272,30858040,251889834
tt0075132,52866381,144015422
tt1441941,39288135,177941805
tt1239388,39184478,135018482
tt1251725,49141020,277347708
tt1261862,59321366,212801883
tt0049553,98976816,289046546
tt0262462,64487738,206683154
tt1340588,20954436,207711182
tt0061017,70626004,165938961
tt0097228,11007353,238429390
tt0113188,24205298,290430850
tt0220627,91405361,278305839
tt0247444,35149004,126773587
tt0072820,10733006,148195602
tt0082206,41645109,182057488
tt1327788,41505639,139198661
tt0066491,51426366,156901751
tt0049105,63934663,180605440
tt0110913,41264395,253173686
tt0067959,44317632,186870434
tt0047876,9917059,171451328
tt1082577,76282516,229556413
tt1294144,93115198,252679615
tt0327804,57238519,254106500
tt0067144,71199441,242045986
tt0995740,14978899,270449236
tt0107863,90548714,211748555
tt0061037,23767140,145733136
tt0058249,74789563,299450438
tt0445760,3750635,120577401
tt0838247,43800372,274681694
tt0060648,49213044,136791137
tt0066892,26403848,197121749
tt1340161,42950280,135126976
tt0097874,56148225,192651576
tt0381061,72945092,216355262
tt0125454,39324735,137788449
tt0085384,51029335,222233268
tt0110622,57216478,157773383
tt0081383,70378610,295648833
tt0825347,70319286,217314188
tt0111309,50447157,286780888
tt0143145,41205867,228368040
tt0376994,34473118,162070340
tt0246460,86310129,204244282
tt0097095,63823265,268638303
tt0101962,82697649,134776649
tt1038011,66062016,260040220
tt1546036,63582022,234273512
tt0051569,85912695,205177096
tt1196204,90776704,294201311
tt0081633,22804649,217262928
tt0112605,7812212,125900148
tt0021331,3402505,276803733
tt0054377,30312865,250392039
tt0457414,23327896,196171597
tt0038182,23435738,221624384
tt1134664,66140025,184431562
tt1467273,6110843,148063348
tt0045465,62527543,282580207
tt0428212,48434749,227908273
tt0043340,69238535,293763057
tt0892737,65778404,215299414
tt0095705,23859924,173690855
tt0102510,2598730,185130981
tt0112438,43137570,269575796
tt0120382,83218217,190363998
tt1467304,19311302,214067687
tt0090565,56325305,272237273
tt0366996,5557768,189427938
tt0106918,1551196,148042711
tt1608503,11767358,291738996
tt0056016,42321623,292831523
tt0051201,81467971,147902352
tt0053183,73887646,122006643
tt0057883,21352892,235991226
tt0059232,35027297,177935530
tt0046928,4919891,205822790
tt0816462,17988920,193633283
tt1191113,87831513,198672087
tt0052724,74799977,218312365
tt0460975,81116609,276417452
tt0104139,7914746,234526101
tt0439771,3872357,252164694
tt0093220,16344839,246448782
tt0382602,7064652,297011702
tt0115940,83824947,128025132
tt0067500,62886084,265682292
tt0098575,3439108,299673179
tt0193364,17149326,141611178
tt0047679,37988926,169433941
tt1333667,23645431,157308930
tt0066279,67912110,208923402
tt1650062,56922006,281929817
tt1194236,70150862,240028601
tt1172996,40947967,214713383
tt1074638,56110810,215904841
tt0240119,96124734,214252339
tt1282140,89172496,180048666
tt0076327,63654841,271700781
tt0083680,95883490,229422441
tt0086850,9095621,263348826
tt1285016,96965036,155861405
tt1425253,20110957,228923486
tt0101692,3439512,137560709
tt0028346,10163874,172599050
tt1013743,36787715,262052597
tt0862467,52272891,167327626
tt1183276,22747665,233762892
tt0319754,13449438,139075956
tt1253864,6752504,137358955
tt1521846,72337744,283219782
tt0084488,23249790,245575474
tt1148200,53222119,264919083
tt0047879,38914437,186971431
tt0073219,7556991,209497629
tt0025830,86532315,156287009
tt0072198,63020276,240731825
tt0879870,67488318,191519564
tt0057706,94076344,185223715
tt1156466,62779032,226881667
tt0051173,2556438,201566449
tt0059895,95557284,135486531
tt1222817,95700941,196848500
tt1240982,52418340,263471563
tt0430457,65451555,125065015
tt0049334,35379963,232658141
tt1399103,18744332,150647079
tt1126618,87301072,269051670
tt0977855,66362209,299962658
tt0052233,96089313,123768789
tt0050580,75436965,159323118
tt1092634,46364796,195475028
tt0058123,42608926,141022421
tt0459293,91540690,165177597
tt1235796,28640505,199103982
tt1280501,77787157,160588644
tt1379177,85451563,227147211
tt1233301,45317264,268676167
tt0071565,15209857,196333789
tt1180583,53747357,214329032
tt0056496,95249721,232727320
tt0042638,99431244,187101139
tt0053445,85087749,127948968
tt0044399,77722311,180079428
tt1229822,4231421,299597015
tt0072869,44965902,145654091
tt0100581,47115178,169357777
tt0070640,30925853,203348661
tt0206113,80108318,168896733
tt0044413,90100675,151204694
tt0055139,73465043,223321454
tt0055230,79867074,247089639
tt0427152,56068520,235020841
tt0060884,6825236,240970907
tt0046035,4094541,246590684
tt0114671,87659614,271689116
tt1486190,10805534,143755076
tt0066130,84047132,263208163
tt0068457,27087932,293457646
tt0839930,29201394,245423453
tt0065580,42394433,167024311
tt1292575,13227354,188970021
tt0057887,42424942,294880343
tt0489247,55551259,191189507
tt0059298,59696968,126579180
tt0070122,35934229,198631992
tt0081291,39858460,204646555
tt0065230,83838621,214458737
tt0113967,69781643,239492673
tt0052545,99789785,203180122
tt1560139,89703644,243395443
tt1070858,68967365,123708963
tt0970866,9031288,213227009
tt0067148,24552278,130635460
tt1063111,93007249,248459564
tt1426383,22219022,258620489
tt1092026,88584482,132161219
tt1245526,29247823,252130295
tt0061389,5449268,139603707
tt1090639,7045549,258008298
tt1231593,49382518,155430449
tt0808526,90243689,177376162
tt1282147,69304826,148279746
tt0082782,56890734,184431657
tt0053719,36190270,160494573
tt0082338,76240007,154134226
tt0093176,44978510,171548976
tt1244658,62772991,193623684
tt1448762,89391928,216103834
tt0087520,65011742,191586265
tt0079482,34904336,232317575
tt0431827,47615218,203285658
tt0080711,89117581,221683946
tt0167147,29248227,298525613
tt0082243,70073584,236865707
tt0087998,49098906,292019894
tt0419280,92216093,248049108
tt0151239,18348114,140617353
tt0076361,28564276,297809874
tt1657299,24772591,265754231
tt0086276,60815676,157299335
tt0080464,24803099,279656789
tt0083261,44841636,155261913
tt0108577,67615226,196057721
tt0096871,27445113,213472472
tt0076068,68983290,189423004
tt1666186,64573586,182143064
tt0090930,59036207,200605854
tt0075922,82132128,272207171
tt0094860,81250343,212176245
tt0075163,24004627,148925442
tt0053146,63853819,217868447
tt0122037,27093752,269934410
tt0124014,16425979,161415015
tt0092516,27124260,144303461
tt0049875,49419119,163634498
tt0117260,72228524,296051798
tt0125458,29802088,168053259
tt1526875,33726320,193603183
tt0247427,67145447,202899377
tt0363728,89476121,208913940
tt0204700,84489103,192136750
tt0047676,83571503,216356428
tt0091990,79493303,292665590
tt0078264,66174980,232183173
tt0025903,9251596,237157477
tt0025969,96205874,237416189
tt0101309,16086883,288043609
tt0054938,82452341,143821780
tt0138797,24588606,263790853
tt1492820,37750736,131728907
tt0251588,13520399,253157225
tt0073438,46975343,166575024
tt0034985,22595158,172525091
tt0081617,66611133,206451474
tt0113849,65371202,130561678
tt0828462,68491738,172155131
tt0069316,46040689,212305953
tt1449379,51453360,200833125
tt0268279,78292090,205284243
tt1226236,18386920,251719256
tt1268987,62318050,203762815
tt1270286,4418500,227466501
tt0805184,70748144,279596964
tt0284655,95592431,279855676
tt0889573,36009594,269681642
tt0828065,2425052,208021736
tt0099578,96358321,129687088
tt1568150,75913158,237860702
tt1228987,28158316,275261751
tt0076240,29205936,135477069
tt0412046,9042690,219882639
tt1536044,35630718,128455361
tt1262416,31256827,274767680
tt1433528,28825220,167400424
tt1562871,61671315,167213750
tt0113858,37255315,298581976
tt0109891,52966873,206574211
tt0109454,48843685,153299093
tt0111470,59677867,171761882
tt0077630,2064833,273362737
tt0061576,55778867,297285748
tt0091183,7988211,243065306
tt0102456,64495479,195031112
tt0102860,88822585,246581088
tt0095037,87940801,272066510
tt0103110,11086721,188908432
tt0100168,10624918,135268479
tt1465505,96996672,226703292
tt0098136,17121024,262193125
tt0420978,86000094,170249858
tt0116275,28637764,297039240
tt1210039,41799896,139565437
tt0362771,35133869,169815404
tt0094868,44777304,127472566
tt0095599,40985617,223317087
tt0089420,53493915,162834666
tt0090015,70980429,214320143
tt0090110,21024022,151556054
tt0382310,90830803,152648578
tt0090377,43658140,139448659
tt0088318,99353648,234946882
tt0085575,21734320,282884937
tt0085180,86892951,270308434
tt0085461,30958925,298195696
tt0084565,6578740,143681117
tt0082081,39747166,178123491
tt0082225,49354785,131717245
tt0081568,43306781,143311160
tt0161970,55850889,166434362
tt0222355,26554918,218500323
tt1714196,25601505,159928642
tt0062790,2370504,156828758
tt0411951,68485260,215385334
tt0077360,88352085,263267725
tt0074254,54731727,250752992
tt0074533,69014981,238111991
tt0074906,10824636,261806845
tt0073605,86358635,203170662
tt1412367,19254730,141863640
tt0245573,82388008,279520800
tt0070656,25464624,286922309
tt0066773,35680785,260575115
tt0069303,41344159,278054367
tt0067333,5431399,186627091
tt0066989,37731677,125083807
tt0018192,50607291,179060982
tt1555126,68146164,227007872
tt0020556,34561622,130242534
tt0063553,48880690,201723140
tt0048937,46149993,229610399
tt0067134,66152716,183422441
tt0063693,8253165,285539288
tt0109835,88080335,175457477
tt0060891,77738893,224950034
tt0067900,71256844,152156169
tt0059362,78763576,165443010
tt0059727,42886632,253951236
tt0081420,75151094,288286348
tt0057171,87990894,250642037
tt0021818,61111044,244861623
tt0031385,81185395,197050693
tt0057490,86300108,285623418
tt0056315,18578756,212877441
tt0055058,5914268,121450165
tt0054099,1253860,268677327
tt0054198,25549752,242846121
tt1289401,15172495,188690180
tt0083000,8726262,211645711
tt0051570,60921421,133182068
tt0052182,85088395,133440780
tt0048340,54658658,268538127
tt0048500,40315162,214317684
tt0046719,63446898,128414577
tt0045699,63307426,205320744
tt0758752,19347515,165177458
tt0044000,98358652,176553088
tt1418646,38983305,265577300
tt0040866,81033756,236480884
tt1458175,7635968,206586267
tt1356928,48205718,264691357
tt0095869,97710514,175256859
tt0489212,93954643,293369351
tt0418315,93001230,281308834
tt1282142,36780687,278724943
tt1034419,73384199,273742730
tt0981042,43276794,272090226
tt1242432,96591350,169060890
tt0497938,1469545,132981015
tt0044462,78224359,197180401
tt1431181,91257575,185571379
tt0073198,83319103,191190670
tt1323605,72328998,214894356
tt0477080,78681447,272418956
tt0039041,81675,225948211
tt1423995,96239990,213427923
tt1542344,95322391,285489016
tt1172991,92340991,286968533
tt0064451,77997496,294434542
